name|quantity|canDabHand|proficiency|focus|unlock|profession|commission|recipe|type|class|slot|equipBonus
Commissioned Padded Jacket|1.0|False|1400|1400|Sharandar Masterwork - Tailoring|Tailoring|3.5|"[[8.0, 'Fey Fibers'], [4.0, 'Woven Fey Leaves'], [4.0, 'Silver Vines'], [2.0, 'Soulfire Flies']]"|Commission Item|N/A|N/A|-
Commissioned Sleeping Roll|1.0|False|1400|1400|Sharandar Masterwork - Tailoring|Tailoring|3.5|"[[6.0, 'Dryad Hair'], [4.0, 'Hardened Blight Bark'], [4.0, 'Fey Fibers'], [2.0, 'Beads of Light']]"|Commission Item|N/A|N/A|-
Commissioned Tent Panels|1.0|False|1400|1400|Sharandar Masterwork - Tailoring|Tailoring|3.5|"[[12.0, 'Lacquered Leaves'], [4.0, 'Woven Whiskers'], [4.0, ""Frozen Dawn's Dew""], [2.0, 'Thorned Ornament']]"|Commission Item|N/A|N/A|-
Silvervine Net|1.0|False|1400|1400|Sharandar Masterwork - Tailoring|Tailoring|8.75|"[[3.0, 'Hardened Blight Bark'], [2.0, 'Feywood Lumber'], [1.0, ""Lacquered 'Aged' Leather""], [1.0, 'Soulfire Flies']]"|Tool|N/A|Gathering (Fish)|-
Fey'd Leaf Sword Knot|1.0|False|1400|1400|Sharandar Masterwork - Tailoring|Tailoring|8.75|"[[3.0, ""Frozen Dawn's Dew""], [4.0, 'Beads of Light'], [2.0, 'Crystalline Ornament'], [1.0, 'Fey Fibers']]"|Gear|Barbarian|Off-Hand|Set: MWVII Weapons
Fey'd Leaf Branch Crown|1.0|False|1400|1400|Sharandar Masterwork - Tailoring|Tailoring|8.75|"[[2.0, 'Woven Whiskers'], [2.0, 'Thorned Ornament'], [3.0, 'Woven Fey Leaves'], [1.0, 'Salty Tears Varnish']]"|Gear|Wizard|Head|+7.5k Critical Strike
Fey'd Leaf Branches|1.0|False|1400|1400|Sharandar Masterwork - Tailoring|Tailoring|8.75|"[[2.0, 'Crystalline Ornament'], [2.0, ""Lacquered 'Aged' Leather""], [3.0, 'Fey Fibers'], [1.0, 'Salty Tears Varnish']]"|Gear|Wizard|Arms|+7.5k Critical Severity
Fey'd Leaf Garb|1.0|False|1400|1400|Sharandar Masterwork - Tailoring|Tailoring|8.75|"[[4.0, 'Woven Fey Leaves'], [2.0, 'Hardened Feywood'], [2.0, 'Crystalline Ornament'], [1.0, 'Lacquered Leaves'], [1.0, 'Salty Tears Varnish']]"|Gear|Wizard|Armor|+7.5k Power
Fey'd Leaf Shoes|1.0|False|1400|1400|Sharandar Masterwork - Tailoring|Tailoring|8.75|"[[2.0, 'Woven Whiskers'], [2.0, ""Lacquered 'Aged' Leather""], [3.0, 'Woven Fey Leaves'], [1.0, 'Salty Tears Varnish']]"|Gear|Wizard|Feet|+7.5k Power
Thorned Sash|1.0|False|1400|1400|Sharandar Masterwork - Tailoring|Tailoring|8.75|"[[1.0, ""Frozen Dawn's Dew""], [2.0, 'Thorned Ornament'], [4.0, 'Woven Fey Leaves'], [1.0, 'Woven Whiskers']]"|Gear|N/A|Waist|Set: Masterwork of Sharandar Equipment
Fey'd Leaf Padding|1.0|False|1400|1400|Sharandar Masterwork - Tailoring|Tailoring|8.75|"[[4.0, 'Woven Fey Leaves'], [2.0, 'Hardened Feywood'], [2.0, 'Crystalline Ornament'], [1.0, 'Lacquered Leaves'], [1.0, 'Salty Tears Varnish']]"|Gear|Wizard|Armor|+7.5k Power
Fey'd Leaf Wood Crown|1.0|False|1400|1400|Sharandar Masterwork - Tailoring|Tailoring|8.75|"[[2.0, 'Woven Whiskers'], [2.0, 'Thorned Ornament'], [3.0, 'Woven Fey Leaves'], [1.0, 'Salty Tears Varnish']]"|Gear|Wizard|Head|+7.5k Critical Strike
Fey'd Leaf Wood Wraps|1.0|False|1400|1400|Sharandar Masterwork - Tailoring|Tailoring|8.75|"[[2.0, 'Crystalline Ornament'], [2.0, ""Lacquered 'Aged' Leather""], [3.0, 'Fey Fibers'], [1.0, 'Salty Tears Varnish']]"|Gear|Wizard|Arms|+7.5k Critical Severity
Dawn's Light Sash|1.0|False|1400|1400|Sharandar Masterwork - Tailoring|Tailoring|8.75|"[[1.0, ""Dawn's Silver Enamel""], [2.0, 'Silver Vines'], [4.0, 'Woven Fey Leaves'], [1.0, 'Woven Whiskers']]"|Gear|N/A|Waist|Set: Masterwork of Sharandar Equipment
Glowing Sash|1.0|False|1400|1400|Sharandar Masterwork - Tailoring|Tailoring|8.75|"[[1.0, ""Frozen Dawn's Dew""], [2.0, 'Silver Vines'], [4.0, 'Woven Fey Leaves'], [1.0, 'Woven Whiskers']]"|Gear|N/A|Waist|Set: Masterwork of Sharandar Equipment
Feywood Sash|1.0|False|1400|1400|Sharandar Masterwork - Tailoring|Tailoring|8.75|"[[1.0, 'Living Feywood'], [2.0, 'Beads of Light'], [4.0, 'Woven Fey Leaves'], [1.0, 'Woven Whiskers']]"|Gear|N/A|Waist|Set: Masterwork of Sharandar Equipment
